,Appliances,Consumption
13159,1,67.38281471828688
13160,4,121.65572179313516
13161,11,276.5533305283499
13162,4,111.3839453420561
13163,5,139.74722221342057
13164,7,171.8080309456675
13165,15,339.84893733361747
13166,15,365.9494905953878
13167,18,407.7066162569122
13168,20,445.15373525041736
13169,13,301.9167079784209
13170,14,321.1602817340712
13171,3,111.62617591997487
13172,1,81.46480190241779
13173,1,77.72589790687822
13174,7,193.53050262298783
13175,11,277.23473957409726
13176,17,393.21921505462797
13177,12,299.5479642852702
13178,1,74.52555855765436
13179,2,78.25286742401461
13180,14,317.1050155067229
13181,7,192.11885056457027
13182,6,148.70420418251854
13183,17,400.56417700934185
13184,3,120.5441682327297
13185,6,161.19234231364246
13186,7,180.5162511792748
13187,14,337.8752677307734
13188,3,121.74890527765388
13189,20,453.64163248940895
13190,11,279.3843359161714
13191,11,266.7519071351889
13192,2,86.9709582160605
13193,7,190.27112678892618
13194,13,317.96450726815897
13195,17,383.553306127901
13196,19,437.4748785092269
13197,12,302.6740086540278
13198,11,271.6169142911861
13199,13,321.2452321935373
13200,16,379.6113283145903
13201,17,380.56157678771336
13202,6,154.20845042997325
13203,15,347.0992160917454
13204,16,366.28721150603667
13205,17,392.69957657700957
13206,20,454.18154799742916
13207,13,302.3086742618434
13208,1,60.36063484860702
13209,8,217.51220045857593
13210,5,144.83872390312044
13211,9,228.6802550324087
13212,6,172.4781130698703
13213,16,366.242158476372
13214,10,259.77874433984846
13215,12,292.76340296832376
13216,10,252.8595603423042
13217,7,188.21256996387234
13218,9,216.73591614972477
13219,2,105.88180723299776
13220,13,307.95418615597674
13221,19,425.95904487453436
13222,12,301.4422201856906
13223,18,392.90844398032823
13224,9,228.67728807722924
13225,11,257.7256710076323
13226,14,338.75080534115517
13227,10,250.36904332975186
13228,17,394.53512489438583
13229,1,86.449356348026
13230,16,364.1933861689329
13231,19,423.4029320652806
13232,17,396.3826570417438
13233,1,81.82159004699098
13234,10,251.9513740383593
13235,9,233.68755595813454
13236,8,211.13832338162732
13237,4,120.1114156953058
13238,1,63.02377757192943
13239,17,392.2059591986065
13240,1,72.96620916475852
13241,1,74.4583884489948
13242,15,345.19320600722705
13243,19,440.878882988084
13244,8,210.76955155382961
13245,3,103.26174993282004
13246,3,97.71223971986974
13247,17,400.4072243155776
13248,11,271.7240846035678
13249,19,441.484130645593
13250,10,257.1053471364305
13251,12,297.41820332101645
13252,13,312.50674875151475
13253,20,438.23448272406864
13254,14,328.093517809856
13255,1,91.53134642382308
13256,19,417.8204514942463
13257,18,419.38370266186286
13258,17,390.790259313964
13259,7,191.40960632629816
13260,19,445.1784709691434
13261,6,160.38354377307604
13262,15,347.56952766568224
13263,12,295.70685474471065
13264,13,311.887369889533
13265,7,189.92582617908965
13266,4,130.41600884739265
13267,14,342.9891472875636
13268,6,167.3818384142834
13269,2,98.26380344221191
13270,12,296.67171207896934
13271,12,280.7961171842732
13272,5,141.4386084200955
13273,9,241.81858177022923
13274,14,317.89162434468193
13275,1,87.36816105695436
13276,3,104.73179246033416
13277,3,97.88610574849504
13278,13,314.62429556167797
13279,17,390.2384028943081
13280,8,218.09075763362426
13281,3,103.37007590066939
13282,4,134.26221698219723
13283,7,186.55523011635663
13284,9,244.34783289136644
13285,19,440.46034539219113
13286,17,378.3326896478377
13287,13,283.77377255360415
13288,2,84.61404427132831
13289,14,332.07655554813647
13290,9,232.50281749449982
13291,16,364.8463624419773
13292,18,414.3131947136167
13293,6,157.6055021756438
13294,6,163.51491640864722
13295,1,78.79388305103436
13296,5,160.6968402872974
13297,12,301.13293665026777
13298,19,412.16826296623435
13299,13,321.3588961785818
13300,7,212.06697941880344
13301,10,247.9649929977485
13302,6,168.08321208068668
13303,6,185.05595128334812
13304,12,287.1277243922908
13305,1,51.018551583983644
13306,10,251.3940552006778
13307,6,169.6012011401362
13308,5,149.14860096671103
13309,14,321.9393262494515
13310,15,350.95453322837153
13311,20,460.9410735497519
13312,8,210.03780271699577
13313,19,425.34347518123735
13314,9,227.60599794251902
13315,6,169.71433494446669
13316,9,247.5685446156063
13317,4,119.15951593232468
13318,15,345.7197702490609
13319,12,311.9307791787561
13320,20,444.0178173382452
13321,10,250.50871215956056
13322,14,330.22484458244463
13323,10,239.79342805094242
13324,17,379.29615128653415
13325,11,271.67329914948095
13326,19,444.31059458891275
13327,15,349.7547370731477
13328,5,140.53427701587412
13329,19,433.47406992112633
13330,2,86.24360606415821
13331,8,245.56658780728446
13332,18,384.2019943958084
13333,4,130.70274834170334
13334,5,146.62883757194723
13335,2,97.02031326183572
13336,20,465.5943382734757
13337,4,126.75901950819757
13338,7,174.70745012037003
13339,3,128.23233876606685
13340,16,365.2389524176423
13341,8,208.79459981854743
13342,1,64.25253670588316
13343,3,104.7684193938976
13344,7,189.94824800115057
13345,9,214.5038235819329
13346,10,241.3822095193486
13347,12,294.68381561895126
13348,14,330.06935629718856
13349,10,248.29313161275624
13350,14,339.97262213753277
13351,14,333.70813376919824
13352,13,311.1943405034776
13353,6,182.33196369724095
13354,13,295.9440748123155
13355,15,344.7821965525744
13356,10,251.24378707164192
13357,8,208.5640616957577
13358,6,157.22972665572732
13359,20,452.99463274669284
13360,5,145.67665902283443
13361,7,196.6604429875316
13362,4,143.04469615941258
13363,3,106.06857313820159
13364,7,191.91513357018346
13365,20,442.6100920315447
13366,5,146.3538801245915
13367,17,395.7897432275152
13368,18,426.4586740090406
13369,7,185.57831434770654
13370,14,332.1013537101631
13371,12,291.52887436268327
13372,15,353.4730163218366
13373,6,174.76469058634882
13374,14,342.1724533961067
13375,6,171.88471949437428
13376,11,285.3895147978602
13377,10,244.36955732345066
13378,9,246.3468570714129
13379,5,145.13896014908659
13380,15,368.823313937348
13381,18,410.0787319832853
13382,15,356.1384863157455
13383,11,260.57521781078356
13384,20,455.43074625309697
13385,17,389.92859146422865
13386,5,156.3640861089302
13387,12,265.351473167161
13388,2,87.0800560639035
13389,12,302.49958148554987
13390,17,394.9277550188258
13391,17,384.98343724940014
13392,1,50.952652912855505
13393,17,400.1871832961947
13394,6,168.56862033850572
13395,11,288.1317995356666
13396,12,291.26856566004824
13397,5,148.54946581028105
13398,4,118.72461135823903
13399,17,395.168827536827
13400,1,80.48825771816361
13401,1,87.43069471442823
13402,18,418.4355545258998
13403,14,315.31240157062405
13404,20,446.1432841237685
13405,11,257.3462247530437
13406,5,166.14203692476292
13407,2,83.67823114578744
13408,8,203.8898492179943
13409,11,273.45151969565654
13410,11,275.3022200106401
13411,2,82.1324451777541
13412,19,421.6946601940494
13413,8,217.5631492508144
13414,10,246.76285181654896
13415,13,301.2864821823859
13416,10,247.2046542842163
13417,15,352.0344482143283
13418,20,436.73856522525284
13419,8,213.29416465228311
13420,6,165.80371658224735
13421,9,225.49179513920393
13422,13,312.6944566709192
13423,18,401.6516208070426
13424,6,154.44528897989915
13425,15,360.1124202075563
13426,1,72.23660420705738
13427,6,170.21305419881398
13428,7,200.25367920464942
13429,13,309.3741446748048
13430,12,278.99289425867596
13431,18,431.2127988758362
13432,19,427.2276024191238
13433,16,392.17036178606213
13434,5,153.98366152069292
13435,17,399.91995703101355
13436,8,205.42479035752226
13437,9,227.65426612485427
13438,12,292.4152005322708
13439,10,245.89540628817628
13440,11,277.53591286470095
13441,13,311.6744034217782
13442,5,137.96169199655677
13443,12,283.8263932635564
13444,10,250.18726138809035
13445,13,298.9966939653525
13446,18,413.4691495179209
13447,16,373.2453085477017
13448,4,133.76004031195717
13449,16,365.92380149413464
13450,12,291.8585564531022
13451,1,63.01808334710664
13452,11,256.86247278827034
13453,16,364.4465805945028
13454,16,368.2746289495627
13455,2,82.18166486296245
13456,17,385.71991226957226
13457,5,131.98494651823043
13458,1,61.75659232874563
13459,8,214.19846191322208
13460,3,127.57278676923416
13461,6,168.49672576921373
13462,17,396.68049508364663
13463,20,453.1283203929457
13464,8,222.04875902192862
13465,15,358.52134421485016
13466,3,76.97667554510542
13467,4,130.4114005065538
13468,11,244.53733443977157
13469,13,293.6091813351624
13470,16,395.2089194503957
13471,11,257.50723141720164
13472,15,341.6012557867915
13473,17,397.45010118434385
13474,10,241.5413334408472
13475,2,85.20222867991876
13476,18,407.2929826507742
13477,9,242.38989116915596
13478,2,95.34617402700523
13479,18,413.6282358110457
13480,9,233.76459325563974
13481,13,307.7182096206236
13482,19,435.23988302365314
13483,15,346.9732435091528
13484,3,104.27761372971398
13485,9,244.01240074323707
13486,11,265.49995477602295
13487,7,169.03426051037428
13488,17,385.4910057946656
13489,8,199.85782014496522
13490,19,414.1238360986049
13491,1,73.00830704321297
13492,9,220.96967362290107
13493,18,401.6192056164906
13494,3,102.97239692925942
13495,10,236.36498366198268
13496,4,113.03342482230431
13497,14,318.2347271874233
13498,11,293.30421444388725
13499,13,318.67412130216724
13500,1,71.39803775530086
13501,20,429.52182782044196
13502,9,222.19818976550005
13503,3,97.34443248145223
13504,20,452.6302845425526
13505,11,269.0041827783689
13506,14,341.62793950258623
13507,13,304.8499256117621
13508,6,167.25310362479578
13509,5,154.3619529897599
13510,10,253.65653084719136
13511,9,239.41020689740628
13512,3,119.51630714477129
13513,19,450.2181323635821
13514,10,252.88109590880163
13515,11,275.52785855235516
13516,19,431.65637147400713
13517,6,167.3165131758061
13518,11,269.0180939813844
13519,16,364.43669165579576
13520,18,410.0437595886355
13521,9,234.5264596919615
13522,16,375.15110165684314
13523,18,413.858742251726
13524,17,389.0081769871485
13525,1,79.45989675563531
13526,10,253.6063284617662
13527,1,70.81610815472158
13528,15,340.29748287172146
13529,4,139.0597742958607
13530,15,358.69682652875883
13531,1,83.84664572214331
13532,1,49.31192251228102
13533,14,324.3481738960774
13534,11,273.5365983483382
13535,20,458.34091772213316
13536,2,71.50005338448926
13537,10,264.5288355248799
13538,4,138.46191196771443
13539,17,390.98544007735984
13540,9,239.67692517423603
13541,4,127.4182452776649
13542,16,363.79099210591824
13543,1,65.49089116723108
13544,13,305.2564799505646
13545,1,85.2870941193651
13546,2,92.21536260527523
13547,8,200.7980128777201
13548,5,155.70767626226746
13549,20,446.2442678546235
13550,10,237.04950832469603
13551,17,396.2832398378617
13552,10,236.5663149369583
13553,17,375.68577315126146
13554,12,303.0394568875409
13555,11,277.9183153629135
13556,7,202.82225824215382
13557,10,236.5293350022364
13558,17,388.79989669358196
13559,6,195.84739029481364
13560,13,306.27536424233625
13561,11,262.11842194377977
13562,14,331.48447259324513
13563,8,218.36326318219855
13564,14,323.9976759183139
13565,13,316.9145752317856
13566,10,241.4767116584007
13567,6,167.25269283275892
13568,3,90.69882164042593
13569,17,389.9959781261343
13570,19,431.74233805942134
13571,5,154.10062564714843
13572,7,189.31660201607573
13573,17,379.73321278116725
13574,9,211.83262024600037
13575,7,185.70000560594858
13576,20,430.7657390997519
13577,6,184.6505447497821
13578,2,97.52300866639517
13579,2,96.5662100323394
13580,4,139.14387658327183
13581,18,408.76352470092104
13582,15,345.27220498991875
13583,7,193.98425563058532
13584,12,294.425239722333
13585,12,293.13653489266085
13586,19,447.72711897269215
13587,18,399.99883003434553
13588,2,90.12515749017453
13589,12,307.7403828937777
13590,14,337.78757941388955
13591,12,292.57817234186325
13592,4,120.49143412571463
13593,15,347.9384598869289
13594,14,338.34181056673873
13595,7,183.5217224959144
13596,8,215.78263077652412
13597,14,320.31474551313863
13598,15,361.7648620705274
13599,8,207.40691469855918
13600,8,206.51372717348406
13601,16,367.0368777800563
13602,20,429.8843442165946
13603,6,172.34139757340205
13604,17,372.2616900479762
13605,10,231.23563262882706
13606,8,216.84430222944812
13607,2,85.4223443964733
13608,12,287.05721863358104
13609,4,132.41123679043432
13610,8,203.59832023406082
13611,17,389.19248782859376
13612,13,305.6405383047516
13613,7,182.84787917038727
13614,10,261.43895425336075
13615,7,185.73417907821258
13616,11,257.9317553679102
13617,17,396.4520826812829
13618,10,260.01250763219286
13619,19,421.3543565864289
13620,9,234.46771372287756
13621,16,364.8308749707695
13622,8,206.07125830549643
13623,2,89.30338219378986
13624,12,295.83194702902216
13625,20,439.81048955959415
13626,9,251.56328913759836
13627,6,178.31116387279877
13628,2,93.59736475864057
13629,1,81.1016031556651
13630,14,331.70059238588675
13631,5,156.53673681068219
13632,4,133.01900610250826
13633,18,420.86794496725724
13634,2,90.43320632269143
13635,11,276.5948372404008
13636,7,180.50930086795546
13637,10,259.88868859871116
13638,13,314.8480217494359
13639,6,171.846266214464
13640,1,43.198321138934084
13641,1,61.74404890387928
13642,6,173.69299219220437
13643,3,115.52580207436432
13644,8,208.81476356921695
13645,18,412.4889032388132
13646,15,348.00629408104805
13647,18,395.49431818254914
13648,6,157.6857971491139
13649,12,293.8135855288857
13650,2,80.96291978995309
13651,13,328.0591320764294
13652,6,174.21690333264377
13653,6,177.59477759214818
13654,2,72.87329615730684
13655,13,306.4919248854597
13656,6,156.7780725808549
13657,12,284.2661185837618
13658,17,397.80157199379227
13659,15,336.53459519742444
13660,11,277.45582551625256
13661,5,142.6809278965519
13662,3,99.20670401971451
13663,1,74.96177102903654
13664,4,133.3346343920821
13665,19,432.8422561663821
13666,15,337.24698686703596
13667,13,310.92995756046133
13668,15,350.6606835533925
13669,6,170.41911946854114
13670,13,299.3822508157393
13671,17,389.94078838472035
13672,7,181.26325328654127
13673,8,197.87524728215152
13674,20,453.2302722582082
13675,10,247.67619075227427
13676,9,213.7542916764466
13677,1,60.61527887678783
13678,12,292.405641659519
13679,7,186.9898895419748
13680,13,301.7735264658673
13681,2,91.20236095418915
13682,3,102.74213844480467
13683,11,262.2630053615817
13684,14,329.0783563613403
13685,14,340.2094259650018
13686,12,288.39167593739757
13687,14,344.3506739963447
13688,14,339.31542460050287
13689,2,73.73691400510225
13690,6,178.9640866029763
13691,5,131.241827580872
13692,7,170.45248989662815
13693,19,411.82633668237685
13694,3,120.80947826869519
13695,9,226.92631235390274
13696,9,244.3262349144942
13697,3,126.79821516586149
13698,16,381.02884033482724
13699,12,305.1946199685547
13700,7,181.1974201949655
13701,16,356.5280417468861
13702,15,353.3072728282202
13703,8,209.0711060602626
13704,14,319.7367252272368
13705,13,311.426148356666
13706,11,266.215927616625
13707,5,151.429182055674
13708,15,368.710456505704
13709,2,78.69474839265597
13710,10,256.706104202899
13711,8,196.93380072382777
13712,7,207.00514324428653
13713,20,429.80256206667013
13714,11,261.91091119542654
13715,7,182.726447498772
13716,9,232.02765508596926
13717,7,177.75976169843
13718,9,224.09659895810805
13719,4,131.71062211983457
13720,9,229.70716027962166
13721,11,262.6357670992357
13722,10,255.79843842174273
13723,15,340.66882605892755
13724,18,413.97631855863386
13725,10,266.39739231281624
13726,18,386.17845561163097
13727,11,275.64312714647644
13728,5,135.84462413186105
13729,1,77.01066740872078
13730,7,190.98626439795245
13731,4,145.3028016353145
13732,14,339.1977797619729
13733,20,435.3603349167853
13734,13,295.8380508881713
13735,12,288.5072420948739
13736,6,170.830012642256
13737,4,130.8996440002279
13738,4,124.98411694021262
13739,3,108.19632983001061
13740,18,401.32483279759794
13741,2,90.6751403068582
13742,2,84.47653905004472
13743,20,456.3802396076889
13744,12,285.5558491126076
13745,3,111.1193631249703
13746,13,319.36409537642766
13747,5,159.41214727623188
13748,8,199.51770594925026
13749,12,290.15848727738705
13750,13,311.9869631717572
13751,15,369.3983793706754
13752,2,112.30065335878966
13753,4,140.74579942749006
13754,8,221.93151340279024
13755,12,300.49536052694606
13756,6,175.17008692862152
13757,13,291.4469798139765
13758,18,409.0789283834277
13759,16,374.98252081758295
13760,4,134.20362137017867
13761,2,81.44663834944487
13762,17,373.1193972781719
13763,13,325.8329177664181
13764,1,77.39024048984254
13765,5,147.65043708542188
13766,7,197.23500112142221
13767,19,424.72782489932473
13768,20,456.4780624804426
13769,17,402.5802858730268
13770,18,394.2924935235376
13771,14,313.7976942924058
13772,13,315.89768948776407
13773,11,249.51937717670302
13774,18,404.46404405060747
13775,3,121.75861041364263
13776,9,219.18280611137502
13777,3,120.99599504082772
13778,15,362.1509279526494
13779,9,215.6377949417712
13780,13,317.09736182921193
13781,19,439.5063011858864
13782,19,434.2909146365706
13783,8,207.25168824871378
13784,11,277.501594017224
13785,3,103.27206823556912
13786,13,316.2874949465034
13787,7,181.89288276146206
13788,12,272.24330005187943
13789,8,221.14783269634714
13790,14,335.10952871791704
13791,2,85.95917102570584
13792,10,252.74027740033492
13793,15,327.29952852261425
13794,12,282.5529161230896
13795,8,205.14441778308787
13796,2,86.69637260566367
13797,17,376.5192883550227
13798,19,442.48268932915846
13799,16,372.37753720427554
13800,9,231.94428532237245
13801,5,169.55137082276514
13802,13,322.5049821805699
13803,20,448.1498700960118
13804,16,389.22301142768885
13805,19,411.65459738773217
13806,10,239.728609062129
13807,1,69.08661676495356
13808,1,71.61759788791781
13809,18,409.8559438794137
13810,2,90.40222533533785
13811,11,261.3438853094089
13812,11,287.52033549298733
13813,4,123.93389945218435
13814,3,118.72760269492868
13815,2,81.53796968236132
13816,10,251.52548323095004
13817,11,289.3409712703994
13818,17,384.57967669793027
13819,4,128.69176631062953
13820,15,350.7588983124172
13821,12,284.16304078649625
13822,5,150.61256210355694
13823,14,328.35503923789076
13824,4,140.4849519828523
13825,16,375.1766237064419
13826,19,422.9074365207943
13827,15,352.3830592331304
13828,10,246.37329144496562
13829,8,223.44299332474117
13830,19,434.85008420404546
13831,3,110.37838815976342
13832,14,329.60345119679147
13833,10,265.4649459081534
13834,5,130.56897799505512
13835,13,295.97842483709695
13836,15,357.4000550055276
13837,16,371.0111275318059
13838,13,309.34575302925924
13839,11,280.6870955807056
13840,19,441.6007375169596
13841,12,291.460855266969
13842,15,353.3678382141701
13843,11,269.3879706765335
13844,19,432.7699081434161
13845,3,92.99177497966343
13846,8,223.89810650721867
13847,17,376.1289506860779
13848,19,430.459955695727
13849,14,347.25451764251903
13850,2,61.436568514058294
13851,20,446.5655125676561
13852,1,68.82547742400324
13853,4,129.90309017800092
13854,5,148.85506953602018
13855,17,395.94244416924374
13856,17,391.0337091618827
13857,4,130.05909310023634
13858,6,184.0719152800968
13859,11,261.62040765251845
13860,15,338.5060440274948
13861,7,201.19934618999537
13862,13,312.46424817636967
13863,2,85.0798219670771
13864,4,134.60387732148234
13865,9,237.16820922266427
13866,5,147.18982111100706
13867,12,293.78764016584114
13868,18,424.7895751800911
13869,9,238.0875762591673
13870,3,121.65670157258616
13871,4,131.95599132458793
13872,2,84.38413512327577
13873,20,450.60294486250456
13874,4,133.61319809451334
13875,14,329.8973692138728
13876,8,220.98187693207905
13877,20,449.2251492320509
13878,17,394.04833707767915
13879,6,178.00571890716998
13880,14,333.56918499210957
13881,19,433.47622189283794
13882,7,178.58714159032183
13883,6,151.68277933179124
13884,18,420.1746665089268
13885,7,190.37536041634652
13886,10,249.24462233837826
13887,8,202.3722621732679
13888,13,305.330576590883
13889,9,223.88807231012814
13890,1,49.588839052265286
13891,19,421.29415680127255
13892,17,397.16151536655997
13893,12,296.5203698722252
13894,11,274.9863601921445
13895,6,183.17562351733565
13896,19,433.23763508049694
13897,4,150.56065206054802
13898,12,290.46191572344
13899,13,318.10192692049236
13900,10,254.4316221043497
13901,4,117.36546058823366
13902,20,466.79607619183577
13903,17,402.60879555731174
13904,3,100.09593072704804
13905,7,192.5735000153254
13906,18,401.1150047392463
13907,16,376.38212736675314
13908,12,304.12371033857795
13909,11,271.8297942828158
13910,17,398.99684669521406
13911,9,241.4806867466159
13912,8,203.4221198046079
13913,17,407.9480910599115
13914,1,68.87166031567234
13915,6,160.9053342905108
13916,16,368.6927909665684
13917,12,281.41229279810483
13918,4,118.82157225022623
13919,3,121.75545637413691
13920,1,67.59389648665443
13921,2,81.55119850247279
13922,12,287.7962389343855
13923,20,452.6045790858413
13924,9,232.78924986404235
13925,7,194.96005195771576
13926,9,239.18189249140386
13927,3,116.8538867734436
13928,1,75.33611801206136
13929,8,204.4981697433586
13930,16,368.7094966482569
13931,12,306.08778666168104
13932,18,399.1146428823521
13933,13,320.2084982491509
13934,18,412.18318608044484
13935,14,326.25596402782844
13936,3,117.22729714921766
13937,17,387.92515980020585
13938,9,219.70500776248937
13939,5,142.38389306936241
13940,5,144.13830784892167
13941,6,185.9477864110973
13942,19,431.7664096281285
13943,13,320.61975787852964
13944,3,107.77143530221494
13945,11,265.0110726705523
13946,16,387.66829498907356
13947,12,287.6853918667314
13948,14,320.29398505904936
13949,11,260.7407914320154
13950,15,363.81093152906
13951,12,288.8281134924527
13952,11,258.6777990612786
13953,2,85.79757069454764
13954,4,123.9289591130775
13955,20,446.3546959651254
13956,5,145.70990728327013
13957,18,407.476657492662
13958,2,98.42012110469669
13959,5,138.21423853282818
13960,9,223.56440075097825
13961,4,133.96519456618884
13962,4,149.11523657888384
13963,16,373.65131341739715
13964,9,225.44842904260108
13965,18,416.8087326928557
13966,2,99.80862981842978
13967,19,422.7370861838216
13968,4,125.30942307745713
13969,20,451.8751531428112
13970,14,334.53632430407424
13971,17,400.1647799647493
13972,15,333.2270170184247
13973,14,333.61985821758725
13974,4,131.2776211219313
13975,18,420.1665085752047
13976,13,316.9898843419082
13977,15,354.9576308367905
13978,14,326.31507829595716
13979,6,165.6749431428431
13980,13,317.6536028953157
13981,9,228.18051323744834
13982,15,336.8971894210444
13983,17,380.0341632111872
13984,1,77.37642598159115
13985,3,104.90570640799508
13986,10,252.11019048688314
13987,12,294.3147676594931
13988,2,97.8906529601786
13989,16,366.2733966424157
13990,10,248.18951365078416
13991,10,250.36195524586566
13992,20,454.969016645627
13993,19,422.03050662003693
13994,7,185.31635889210236
13995,20,449.26530375085355
13996,4,132.96603935234276
13997,17,385.3226384544426
13998,2,90.52012797455777
13999,6,169.5626855010518
14000,14,343.6704864635434
14001,12,267.92366395551437
14002,12,286.74194302455214
14003,12,299.2539905234333
14004,6,159.4624303705931
14005,11,275.9913234680298
14006,19,434.5387426329338
14007,3,119.32162458722135
14008,17,385.7051224462863
14009,1,74.77935595648053
14010,14,315.2507341316144
14011,17,378.1670430963381
14012,2,85.4963569369824
14013,1,61.70935104975881
14014,11,267.97244793876564
14015,10,251.2122176379306
14016,9,226.08189610648154
14017,3,109.32438852933694
14018,15,359.33686830957424
14019,3,102.246257882378
14020,9,225.7321752806752
14021,16,378.5148198976649
14022,17,380.52443429417946
14023,4,125.50229997408992
14024,14,321.13800395255
14025,3,114.73311623809457
14026,8,213.07953376446503
14027,11,257.25275400590596
14028,8,191.52444570566504
14029,17,382.8902301227315
14030,8,203.4837976812143
14031,2,88.50772056065593
14032,14,333.25740128892903
14033,14,325.61150250373174
14034,1,51.67351939994889
14035,10,239.80654762612363
14036,13,320.2802401520532
14037,20,437.89659155975556
14038,4,124.2987470868087
14039,8,195.66246251743374
14040,2,75.418141301125
14041,18,395.9705488764639
14042,3,104.5200809395119
14043,11,265.13103131316427
14044,6,173.16470401129828
14045,3,95.34799835405622
14046,12,277.9892638872474
14047,12,286.3797812000092
14048,6,185.48522001069702
14049,11,268.7077636127654
14050,5,144.88879669329924
14051,14,334.88924117756113
14052,1,74.96158745691615
14053,17,417.0977029782042
14054,20,446.88525087022435
14055,5,154.0783750912532
14056,4,134.74453940718396
14057,13,324.48756827871256
14058,1,53.76413142164928
14059,14,347.27239958277926
14060,19,428.77172986818033
14061,12,288.27437933068666
14062,1,91.96760815134566
14063,19,426.8222819172778
14064,12,289.84315512903794
14065,19,427.4658966973962
14066,18,422.6053000974564
14067,17,378.64128217361
14068,12,293.0115172048969
14069,19,417.2107232997564
14070,4,134.653137035339
14071,2,80.90070206763751
14072,14,339.80718560722903
14073,11,271.3873358102915
14074,12,289.1310835158278
14075,20,463.09465200948256
14076,20,436.84632964047165
14077,19,424.75967689482445
14078,4,116.28396874706796
14079,14,324.456573211796
14080,7,190.66958638153534
14081,16,384.5578632648045
14082,3,94.04330347287589
14083,4,129.4040458449561
14084,4,128.0135652744931
14085,7,175.6672438680613
14086,17,395.8205572313998
14087,14,334.6890562039032
14088,16,367.8309636476364
14089,12,303.61026699216666
14090,2,77.69783909980075
14091,19,430.74337563609595
14092,11,278.67641181870056
14093,14,334.9927427730925
14094,17,398.88343970319016
14095,3,104.63920068049003
14096,18,413.02074273531827
14097,11,273.62880263359096
14098,20,443.47713277095573
14099,6,182.10260053549183
14100,10,246.81478328631712
14101,5,152.91279199575558
14102,16,351.1940509104437
14103,13,303.18953827383126
14104,13,321.195649528076
14105,3,97.81367122472246
14106,9,234.70203044666354
14107,3,113.18856216805416
14108,18,401.34278241229964
14109,9,224.31198883465993
14110,3,111.01388789524945
14111,9,236.08660506491307
14112,15,347.71169735269086
14113,14,331.1540733063056
14114,10,253.42471866140096
14115,5,151.18040024971367
14116,5,160.75540701620915
14117,18,401.65894964400417
14118,5,150.2028721560819
14119,1,62.29450994549207
14120,5,157.37021171536892
14121,2,78.56174826926484
14122,12,283.11051373966035
14123,5,145.77757959726972
14124,19,418.3792347866692
14125,13,309.93440572073
14126,8,205.15438897382052
14127,3,110.55080781089498
14128,13,306.17856271757216
14129,16,370.9017484423155
14130,3,113.75649517491566
14131,2,88.36410712064644
14132,18,410.71731814679674
14133,17,384.53685300156735
14134,4,137.26536570578097
14135,15,335.9591251119394
14136,11,272.9022225812434
14137,18,392.12899559728874
14138,11,279.4636854187785
14139,16,364.75508582065555
14140,17,385.3864319576897
14141,9,216.79996565318945
14142,8,214.27170892184392
14143,11,282.0878248694561
14144,16,373.42249114876944
14145,18,407.86140915130414
14146,17,381.65023288048724
14147,13,318.63604668881356
14148,11,292.44215025507185
14149,7,206.66716095811014
14150,1,57.34830669466959
14151,7,187.72216255704632
14152,16,360.3679758505148
14153,17,396.7545382620773
14154,20,452.8686643975676
14155,17,369.20773106897013
14156,20,453.3636228318451
14157,8,211.46390807441855
14158,15,350.6855254484531
14159,6,191.48928588681886
14160,2,79.22351382222618
14161,1,65.4970356330762
14162,4,118.30636224644955
14163,6,160.6196065423681
14164,12,305.64933523369365
14165,8,221.90979307240383
14166,17,392.2548095393934
14167,3,101.5342355091765
14168,20,453.94365769753955
14169,18,415.65886828673
14170,2,88.70795523789224
14171,16,352.4785438614564
14172,12,282.27353133244117
14173,13,330.5811220326683
14174,20,442.94545063573617
14175,16,367.7988600500141
14176,2,89.34863809902329
14177,12,289.53363406921363
14178,15,342.5280227871105
14179,5,142.58778096593568
14180,7,167.91894271837344
14181,14,327.2789890122543
14182,2,95.49109061276036
14183,8,222.07692820581065
14184,5,152.69425821043131
14185,5,153.31715619492985
14186,7,206.9779173937496
14187,11,262.08938264011744
14188,10,247.16429261876914
14189,10,238.0344292574477
14190,7,180.07892515147228
14191,9,238.47826641047294
14192,8,194.8862296396281
14193,19,423.235218613526
14194,17,396.15719388141787
14195,16,362.43813626742144
14196,7,195.17140782260395
14197,10,246.59398183106308
14198,14,325.21685559057784
14199,8,225.92960143410573
14200,12,308.651179134655
14201,12,294.8343630526568
14202,11,288.53039157614137
14203,18,412.5768177868648
14204,19,441.39823165994426
14205,2,72.55411248149969
14206,6,179.90830264539943
14207,19,426.837952012903
14208,17,375.23550788199725
14209,11,279.79665932457306
14210,5,141.14141751174012
14211,13,292.9054205302748
14212,12,301.8840899241174
14213,3,103.81774549771144
14214,2,80.87086298414246
14215,14,349.09309896884577
14216,17,385.84125388382944
14217,6,161.76982301901353
14218,1,80.20878312344156
14219,4,120.06995249866284
14220,20,447.2888652270835
14221,19,414.48096253857324
14222,12,298.3608120096651
14223,6,164.6719386442515
14224,6,164.61967545816134
14225,1,58.7081274557994
14226,9,229.29484457702318
14227,13,326.13132774899134
14228,4,124.33387473160883
14229,6,176.02157605759467
14230,6,168.62993989493245
14231,9,223.98903860826027
14232,19,432.31388335493375
14233,11,269.63723264768765
14234,11,263.6267028864968
14235,12,296.17841880388596
14236,20,463.5046611762321
14237,3,92.87796542704935
