CustomerID,Age,MonthlyCharges,Tenure,InternetService,Contract,Churn
21740,23,46,40,DSL,Month-to-month,Yes
21741,54,32,32,Fiber optic,Month-to-month,Yes
21742,19,42,31,No,Two year,Yes
21743,22,84,38,DSL,Two year,Yes
21744,43,98,26,No,Two year,Yes
21745,58,96,68,Fiber optic,Two year,Yes
21746,68,88,72,Fiber optic,Month-to-month,Yes
21747,64,90,47,DSL,Two year,Yes
21748,30,41,26,DSL,Month-to-month,Yes
21749,29,92,41,Fiber optic,Two year,Yes
21750,22,20,51,DSL,Month-to-month,Yes
21751,19,34,38,DSL,Two year,No
21752,21,72,17,No,Two year,Yes
21753,44,86,6,Fiber optic,One year,Yes
21754,67,89,57,No,One year,Yes
21755,27,24,3,No,Month-to-month,No
21756,30,87,49,Fiber optic,Month-to-month,Yes
21757,61,75,1,No,One year,Yes
21758,19,44,58,No,Two year,Yes
21759,43,94,66,Fiber optic,Month-to-month,No
21760,32,81,59,DSL,Month-to-month,Yes
21761,63,62,39,No,One year,No
21762,27,33,40,Fiber optic,Two year,No
21763,39,71,41,No,Month-to-month,Yes
21764,57,46,62,No,One year,Yes
21765,42,71,30,Fiber optic,Month-to-month,Yes
21766,32,20,9,No,One year,Yes
21767,30,65,68,No,One year,No
21768,25,24,39,Fiber optic,One year,No
21769,38,81,24,DSL,Two year,No
21770,38,75,8,DSL,Month-to-month,No
21771,39,83,46,No,One year,No
21772,63,40,42,No,Two year,Yes
21773,50,85,36,DSL,Month-to-month,No
21774,62,64,5,Fiber optic,Two year,Yes
21775,44,79,2,Fiber optic,One year,No
21776,57,37,29,No,One year,No
21777,67,34,14,Fiber optic,Month-to-month,Yes
21778,39,65,44,Fiber optic,Month-to-month,Yes
21779,47,52,59,No,One year,No
21780,26,30,35,Fiber optic,One year,No
21781,62,70,59,No,Month-to-month,Yes
21782,52,48,63,No,Two year,No
21783,35,27,33,Fiber optic,Month-to-month,Yes
21784,59,84,47,DSL,One year,No
21785,22,49,9,DSL,Two year,Yes
21786,44,72,26,Fiber optic,One year,No
21787,23,93,10,Fiber optic,Two year,No
21788,49,25,44,DSL,One year,Yes
21789,25,64,58,No,One year,Yes
21790,56,82,37,Fiber optic,Two year,Yes
21791,38,20,44,Fiber optic,Month-to-month,No
21792,35,28,42,No,Two year,No
21793,31,69,20,DSL,Month-to-month,No
21794,32,71,7,DSL,Month-to-month,Yes
21795,59,74,12,No,One year,Yes
21796,43,35,12,DSL,Two year,No
21797,61,22,30,Fiber optic,Two year,No
21798,49,61,11,DSL,One year,No
21799,56,21,55,DSL,Month-to-month,No
21800,45,79,67,No,One year,Yes
21801,56,91,4,DSL,One year,Yes
21802,60,37,4,No,One year,Yes
21803,49,80,52,DSL,Month-to-month,Yes
21804,30,78,47,Fiber optic,Month-to-month,No
21805,32,22,59,DSL,Two year,No
21806,35,25,34,Fiber optic,Month-to-month,No
21807,56,32,45,DSL,Two year,Yes
21808,23,34,30,DSL,Month-to-month,No
21809,28,63,71,Fiber optic,One year,Yes
21810,49,27,26,No,Month-to-month,No
21811,57,97,54,DSL,One year,Yes
21812,37,44,43,DSL,Month-to-month,No
21813,50,52,11,DSL,One year,Yes
21814,57,84,33,Fiber optic,Month-to-month,No
21815,25,84,56,No,Month-to-month,No
21816,68,36,32,Fiber optic,Month-to-month,No
21817,52,71,23,No,Two year,Yes
21818,22,34,5,No,One year,No
21819,52,70,71,No,Two year,Yes
21820,64,81,34,DSL,One year,Yes
21821,31,79,41,Fiber optic,One year,No
21822,38,75,15,Fiber optic,One year,Yes
21823,64,49,58,DSL,Two year,Yes
21824,41,92,38,DSL,Two year,Yes
21825,34,53,51,Fiber optic,Two year,Yes
21826,35,59,51,DSL,One year,Yes
21827,51,30,17,No,Two year,No
21828,29,98,71,No,Month-to-month,No
21829,33,48,59,Fiber optic,Two year,No
21830,21,30,2,DSL,One year,No
21831,42,20,49,DSL,Month-to-month,Yes
21832,51,94,69,Fiber optic,Two year,No
21833,45,48,5,DSL,One year,No
21834,63,82,28,No,Month-to-month,No
21835,28,95,40,Fiber optic,Month-to-month,Yes
21836,30,78,11,DSL,Two year,Yes
21837,48,55,22,Fiber optic,Two year,No
21838,42,34,19,DSL,Two year,No
21839,56,92,18,No,One year,No
21840,27,79,43,Fiber optic,One year,No
21841,41,34,70,No,Month-to-month,No
21842,18,53,10,No,Month-to-month,No
21843,42,81,31,Fiber optic,Month-to-month,Yes
21844,45,35,55,DSL,One year,Yes
21845,53,42,2,Fiber optic,Month-to-month,Yes
21846,35,52,56,DSL,Month-to-month,No
21847,23,51,31,No,Two year,No
21848,19,35,20,Fiber optic,Month-to-month,No
21849,20,98,51,No,One year,No
21850,63,47,54,DSL,Month-to-month,Yes
21851,25,33,39,DSL,Month-to-month,Yes
21852,48,40,39,No,Two year,Yes
21853,65,90,59,Fiber optic,Month-to-month,Yes
21854,36,50,41,DSL,One year,No
21855,67,41,8,Fiber optic,Two year,No
21856,23,44,63,DSL,Two year,No
21857,31,65,67,DSL,Month-to-month,Yes
21858,20,61,10,DSL,Month-to-month,No
21859,65,23,18,DSL,Month-to-month,Yes
21860,18,52,65,Fiber optic,Two year,Yes
21861,61,73,14,Fiber optic,One year,No
21862,47,48,46,No,Month-to-month,Yes
21863,63,66,2,DSL,One year,No
21864,36,89,29,DSL,Month-to-month,No
21865,36,75,36,DSL,Month-to-month,Yes
21866,26,44,67,No,Two year,No
21867,24,77,29,Fiber optic,Month-to-month,No
21868,63,93,7,DSL,One year,Yes
21869,54,67,34,Fiber optic,Month-to-month,No
21870,67,70,6,Fiber optic,Two year,Yes
21871,58,93,39,No,Two year,Yes
21872,24,99,30,No,One year,Yes
21873,26,34,60,No,One year,Yes
21874,21,65,67,DSL,Two year,No
21875,42,73,6,DSL,Month-to-month,Yes
21876,66,73,3,No,One year,No
21877,29,98,31,DSL,Two year,Yes
21878,23,84,60,No,One year,No
21879,35,81,29,No,One year,No
21880,57,89,65,DSL,Two year,No
21881,38,71,15,Fiber optic,Month-to-month,Yes
21882,32,38,42,Fiber optic,Two year,No
21883,20,62,28,No,Month-to-month,Yes
21884,19,25,59,Fiber optic,One year,No
21885,58,87,25,No,One year,Yes
21886,57,29,7,No,Month-to-month,No
21887,21,62,64,DSL,Month-to-month,No
21888,49,74,25,DSL,Two year,Yes
21889,19,28,15,Fiber optic,One year,Yes
21890,63,84,20,Fiber optic,Month-to-month,No
21891,46,70,61,DSL,One year,Yes
21892,19,82,29,Fiber optic,One year,Yes
21893,51,75,52,Fiber optic,Month-to-month,Yes
21894,44,31,32,Fiber optic,Two year,Yes
21895,56,65,61,Fiber optic,Month-to-month,No
21896,61,35,50,No,Two year,Yes
21897,55,97,45,Fiber optic,Two year,Yes
21898,35,89,18,No,Two year,No
21899,53,66,58,No,One year,No
21900,36,79,26,No,Month-to-month,No
21901,44,76,17,No,Two year,No
21902,62,82,22,No,One year,No
21903,37,49,34,DSL,Month-to-month,No
21904,38,24,34,No,Two year,No
21905,40,34,52,Fiber optic,Month-to-month,No
21906,47,50,30,No,One year,Yes
21907,42,37,52,Fiber optic,Month-to-month,Yes
21908,48,96,14,No,Two year,No
21909,44,62,69,No,Two year,Yes
21910,51,30,42,Fiber optic,Month-to-month,Yes
21911,25,70,29,Fiber optic,One year,No
21912,36,31,7,Fiber optic,One year,No
21913,58,75,53,Fiber optic,One year,Yes
21914,43,38,46,No,Month-to-month,Yes
21915,45,20,65,Fiber optic,One year,Yes
21916,21,33,8,Fiber optic,Two year,Yes
21917,48,85,56,DSL,One year,No
21918,33,57,17,Fiber optic,One year,No
21919,68,39,12,No,Two year,No
21920,27,71,55,No,Month-to-month,No
21921,55,42,68,Fiber optic,Two year,Yes
21922,65,84,2,Fiber optic,Two year,Yes
21923,27,25,3,Fiber optic,Two year,Yes
21924,62,98,10,Fiber optic,Two year,No
21925,26,36,23,No,One year,No
21926,56,55,41,Fiber optic,Month-to-month,Yes
21927,53,81,23,Fiber optic,One year,Yes
21928,68,78,20,DSL,Month-to-month,Yes
21929,53,85,1,No,Two year,No
21930,36,72,34,Fiber optic,One year,No
21931,36,30,61,DSL,Month-to-month,No
21932,29,29,10,DSL,One year,No
21933,30,23,24,Fiber optic,Two year,Yes
21934,42,38,25,No,One year,No
21935,53,73,3,DSL,Two year,No
21936,42,58,67,No,Two year,Yes
21937,45,81,26,Fiber optic,Two year,No
21938,59,61,4,No,Month-to-month,Yes
21939,56,48,18,DSL,Two year,Yes
21940,47,98,72,DSL,Two year,Yes
21941,22,63,19,DSL,One year,No
21942,34,52,20,DSL,One year,No
21943,35,61,8,DSL,Two year,Yes
21944,60,30,22,No,One year,Yes
21945,64,78,70,Fiber optic,Month-to-month,No
21946,38,34,51,Fiber optic,Month-to-month,No
21947,39,22,11,No,Month-to-month,No
21948,56,99,63,No,Two year,Yes
21949,67,47,60,No,Two year,Yes
21950,23,72,15,No,Month-to-month,No
21951,67,61,24,DSL,One year,No
21952,33,34,2,Fiber optic,Two year,No
21953,19,59,19,DSL,One year,No
21954,68,53,66,DSL,One year,Yes
21955,18,55,31,DSL,Month-to-month,No
21956,47,46,26,Fiber optic,One year,Yes
21957,60,33,72,No,One year,No
21958,69,22,19,Fiber optic,Month-to-month,No
21959,54,22,4,No,Two year,No
21960,65,88,4,Fiber optic,One year,Yes
21961,40,85,28,DSL,One year,No
21962,18,79,12,DSL,Two year,Yes
21963,36,57,11,No,One year,Yes
21964,63,21,57,No,Two year,No
21965,20,98,50,DSL,One year,No
21966,19,85,52,DSL,One year,No
21967,54,97,11,No,Two year,No
21968,34,31,6,No,Two year,Yes
21969,45,49,20,No,Month-to-month,No
21970,35,27,41,No,Two year,Yes
21971,50,39,33,DSL,One year,Yes
21972,32,98,56,DSL,One year,Yes
21973,39,82,14,DSL,Two year,No
21974,58,97,8,Fiber optic,Two year,No
21975,44,45,59,No,One year,No
21976,54,44,29,Fiber optic,One year,No
21977,49,76,25,No,Month-to-month,Yes
21978,62,79,9,Fiber optic,Month-to-month,Yes
21979,36,39,68,No,Two year,No
21980,45,45,9,Fiber optic,One year,No
21981,45,42,23,No,Two year,No
21982,27,83,43,No,Two year,No
21983,37,33,29,DSL,Two year,Yes
21984,42,57,5,DSL,Two year,No
21985,38,59,2,No,Two year,Yes
21986,31,76,49,Fiber optic,Month-to-month,Yes
21987,39,49,20,DSL,Two year,No
21988,43,22,29,DSL,One year,No
21989,61,87,12,Fiber optic,Month-to-month,Yes
21990,28,74,54,Fiber optic,Two year,Yes
21991,24,94,54,No,Two year,No
21992,34,96,29,Fiber optic,Two year,No
21993,35,85,54,No,One year,Yes
21994,24,55,40,Fiber optic,One year,Yes
21995,37,72,18,DSL,Month-to-month,Yes
21996,55,49,1,Fiber optic,One year,No
21997,28,99,8,No,Month-to-month,Yes
21998,61,73,31,DSL,Two year,No
21999,33,51,29,DSL,Two year,Yes
22000,68,98,29,Fiber optic,One year,No
22001,44,66,5,DSL,Month-to-month,Yes
22002,68,51,32,DSL,Month-to-month,Yes
22003,28,35,48,Fiber optic,Month-to-month,Yes
22004,33,84,20,DSL,Two year,Yes
22005,40,33,49,Fiber optic,One year,No
22006,29,85,47,DSL,Two year,Yes
22007,57,89,33,No,Month-to-month,Yes
22008,20,74,11,DSL,Two year,Yes
22009,19,63,43,No,Month-to-month,No
22010,55,27,42,DSL,One year,Yes
22011,65,77,27,DSL,Month-to-month,Yes
22012,69,58,66,DSL,Month-to-month,Yes
22013,41,69,28,Fiber optic,One year,No
22014,46,62,32,Fiber optic,One year,Yes
22015,64,50,71,DSL,One year,Yes
22016,63,83,26,No,Month-to-month,Yes
22017,51,39,68,Fiber optic,One year,No
22018,37,21,35,No,Month-to-month,Yes
22019,35,62,8,No,Two year,Yes
22020,31,59,20,DSL,Month-to-month,Yes
22021,35,77,41,No,Two year,Yes
22022,19,32,21,Fiber optic,Month-to-month,No
22023,18,42,58,DSL,Month-to-month,Yes
22024,37,45,61,No,Month-to-month,Yes
22025,51,92,60,DSL,Month-to-month,No
22026,58,58,57,DSL,One year,No
22027,58,61,10,No,Two year,No
22028,65,51,20,No,Two year,Yes
22029,28,63,58,Fiber optic,Month-to-month,Yes
22030,44,59,35,DSL,Two year,Yes
22031,40,95,68,No,Two year,Yes
22032,55,95,46,DSL,Month-to-month,Yes
22033,61,65,14,No,Two year,No
22034,20,45,58,DSL,One year,No
22035,29,33,53,Fiber optic,Month-to-month,No
22036,47,97,66,DSL,Month-to-month,No
22037,48,30,43,DSL,Two year,No
22038,40,73,28,Fiber optic,One year,No
22039,18,27,7,Fiber optic,One year,Yes
22040,58,58,18,DSL,Two year,No
22041,37,34,30,Fiber optic,Two year,No
22042,23,23,62,Fiber optic,Two year,Yes
22043,28,84,31,DSL,Two year,Yes
22044,52,54,28,Fiber optic,Month-to-month,No
22045,21,25,12,Fiber optic,One year,Yes
22046,46,85,71,Fiber optic,Two year,Yes
22047,27,72,71,DSL,Two year,No
22048,68,42,53,DSL,One year,No
22049,46,92,49,Fiber optic,One year,No
22050,55,38,41,DSL,Two year,Yes
22051,18,32,42,DSL,Month-to-month,Yes
22052,57,81,50,DSL,Month-to-month,No
22053,25,27,25,Fiber optic,Month-to-month,Yes
22054,55,81,45,Fiber optic,Month-to-month,Yes
22055,34,75,41,DSL,Two year,Yes
22056,36,57,45,Fiber optic,One year,Yes
22057,50,92,32,DSL,Two year,Yes
22058,32,34,38,Fiber optic,One year,Yes
22059,62,81,28,No,Month-to-month,No
22060,48,80,41,DSL,Month-to-month,No
22061,38,65,42,DSL,One year,Yes
22062,20,53,40,Fiber optic,Two year,No
22063,19,44,5,No,One year,No
22064,52,20,12,DSL,Month-to-month,Yes
22065,58,94,36,No,One year,No
22066,33,34,41,No,Two year,Yes
22067,62,66,29,No,One year,Yes
22068,68,57,15,Fiber optic,Month-to-month,No
22069,67,52,43,DSL,One year,Yes
22070,38,68,71,Fiber optic,Two year,No
22071,29,46,66,DSL,Two year,Yes
22072,45,71,46,No,Two year,Yes
22073,29,95,39,No,One year,No
22074,50,31,60,No,Month-to-month,Yes
22075,37,80,54,Fiber optic,Two year,No
22076,57,56,2,No,Month-to-month,Yes
22077,66,25,7,Fiber optic,One year,Yes
22078,38,98,6,DSL,Month-to-month,Yes
22079,69,53,8,DSL,One year,Yes
22080,56,27,50,No,Month-to-month,Yes
22081,58,25,31,DSL,Two year,Yes
22082,66,79,22,DSL,Month-to-month,No
22083,59,45,56,No,One year,No
22084,53,68,5,Fiber optic,Two year,Yes
22085,39,37,32,Fiber optic,Two year,Yes
22086,43,33,66,DSL,Two year,Yes
22087,24,39,1,Fiber optic,One year,No
22088,24,61,57,No,Two year,Yes
22089,25,84,2,Fiber optic,Two year,Yes
22090,43,81,8,No,Month-to-month,No
22091,41,77,63,Fiber optic,One year,Yes
22092,41,35,17,DSL,Month-to-month,Yes
22093,57,64,15,No,Two year,No
22094,65,58,71,Fiber optic,Two year,Yes
22095,29,38,27,Fiber optic,Two year,No
22096,64,27,67,DSL,One year,Yes
22097,25,43,45,Fiber optic,One year,Yes
22098,26,35,60,DSL,One year,Yes
22099,20,32,36,No,One year,Yes
22100,38,49,4,DSL,One year,Yes
22101,48,32,55,Fiber optic,One year,No
22102,65,46,26,Fiber optic,Month-to-month,No
22103,64,57,41,Fiber optic,Month-to-month,No
22104,41,57,68,DSL,Two year,No
22105,21,70,21,No,Month-to-month,Yes
22106,37,42,5,Fiber optic,One year,Yes
22107,33,35,30,DSL,Month-to-month,No
22108,27,65,6,No,Two year,Yes
22109,60,63,15,Fiber optic,Two year,No
22110,43,99,72,Fiber optic,Month-to-month,Yes
22111,46,68,11,DSL,Two year,No
22112,22,35,69,DSL,One year,Yes
22113,28,30,23,Fiber optic,Month-to-month,Yes
22114,46,45,4,Fiber optic,Two year,Yes
22115,62,99,50,DSL,Month-to-month,Yes
22116,32,34,31,DSL,One year,No
22117,23,77,11,DSL,One year,No
22118,65,37,55,No,Two year,Yes
22119,32,88,43,DSL,One year,No
22120,60,85,1,Fiber optic,One year,Yes
22121,37,49,47,Fiber optic,Month-to-month,Yes
22122,51,50,55,Fiber optic,One year,Yes
22123,19,44,56,No,Month-to-month,Yes
22124,61,83,8,Fiber optic,Month-to-month,No
22125,33,52,67,Fiber optic,Two year,No
22126,36,22,55,Fiber optic,One year,Yes
22127,51,37,10,DSL,Two year,Yes
22128,66,71,51,No,Two year,Yes
22129,31,51,52,Fiber optic,Month-to-month,No
22130,41,68,53,No,Month-to-month,Yes
22131,45,56,47,No,Two year,Yes
22132,65,90,23,DSL,Two year,Yes
22133,49,47,62,DSL,One year,No
22134,54,51,38,No,Month-to-month,Yes
22135,27,60,30,Fiber optic,Month-to-month,No
22136,66,55,49,No,Month-to-month,Yes
22137,62,28,60,Fiber optic,Month-to-month,Yes
22138,65,36,70,Fiber optic,Month-to-month,No
22139,26,29,56,Fiber optic,One year,Yes
22140,41,36,47,DSL,Two year,Yes
22141,53,75,38,Fiber optic,Month-to-month,No
22142,46,30,21,Fiber optic,One year,Yes
22143,46,64,5,Fiber optic,Month-to-month,Yes
22144,65,36,46,Fiber optic,Month-to-month,No
22145,40,83,50,No,One year,No
22146,44,74,26,No,One year,Yes
22147,48,98,47,Fiber optic,Month-to-month,No
22148,60,24,64,DSL,Two year,No
22149,24,96,69,DSL,One year,No
22150,66,89,16,No,Month-to-month,Yes
22151,62,61,33,DSL,Month-to-month,No
22152,21,86,41,Fiber optic,Two year,No
22153,31,22,47,No,One year,Yes
22154,59,85,37,DSL,One year,Yes
22155,59,79,25,Fiber optic,Month-to-month,No
22156,27,48,61,Fiber optic,Two year,No
22157,61,97,17,DSL,Month-to-month,Yes
22158,51,26,46,Fiber optic,Two year,No
22159,43,23,10,No,One year,No
22160,40,69,42,DSL,Month-to-month,No
22161,26,40,34,DSL,One year,No
22162,54,28,44,DSL,Two year,No
22163,25,79,9,Fiber optic,Month-to-month,Yes
22164,31,95,44,Fiber optic,Month-to-month,Yes
22165,24,31,28,DSL,Two year,Yes
22166,24,75,34,DSL,One year,No
22167,26,24,42,DSL,Month-to-month,No
22168,20,82,38,No,Two year,Yes
22169,31,46,40,Fiber optic,One year,Yes
22170,34,68,46,DSL,Month-to-month,Yes
22171,67,39,11,Fiber optic,Month-to-month,No
22172,61,48,37,DSL,Month-to-month,Yes
22173,39,55,3,DSL,Two year,Yes
22174,63,27,65,No,One year,Yes
22175,43,49,8,Fiber optic,One year,Yes
22176,45,80,71,DSL,Month-to-month,Yes
22177,62,20,8,No,One year,Yes
22178,31,54,69,DSL,Month-to-month,Yes
22179,26,65,59,No,One year,No
22180,68,37,33,No,Month-to-month,Yes
22181,43,74,8,DSL,Two year,Yes
22182,19,50,41,DSL,One year,No
22183,28,83,28,DSL,Two year,Yes
22184,34,39,36,No,Two year,Yes
22185,51,48,50,Fiber optic,Two year,No
22186,36,62,12,Fiber optic,Two year,No
22187,56,74,8,DSL,Month-to-month,No
22188,35,92,38,Fiber optic,Two year,Yes
22189,30,49,24,Fiber optic,Two year,No
22190,22,52,61,Fiber optic,Month-to-month,Yes
22191,67,37,12,DSL,Month-to-month,No
22192,40,68,28,DSL,One year,Yes
22193,41,72,28,Fiber optic,Month-to-month,No
22194,46,70,52,Fiber optic,One year,Yes
22195,65,29,4,No,Month-to-month,Yes
22196,64,84,17,No,One year,Yes
22197,25,47,17,Fiber optic,Month-to-month,No
22198,43,37,14,Fiber optic,Month-to-month,Yes
22199,32,80,19,DSL,Two year,Yes
22200,18,28,28,DSL,Month-to-month,Yes
22201,45,79,39,No,Month-to-month,No
22202,66,45,49,Fiber optic,Two year,Yes
22203,64,62,4,Fiber optic,Two year,No
22204,63,52,70,No,Two year,Yes
22205,31,39,7,No,Two year,Yes
22206,59,35,9,DSL,One year,No
22207,51,51,6,Fiber optic,Month-to-month,Yes
22208,48,30,7,Fiber optic,Two year,No
22209,23,81,61,No,Two year,No
22210,66,45,27,Fiber optic,Month-to-month,No
22211,22,20,49,No,One year,Yes
22212,48,31,12,DSL,One year,Yes
22213,54,76,53,Fiber optic,Month-to-month,Yes
22214,32,92,1,Fiber optic,One year,Yes
22215,32,69,41,No,One year,Yes
22216,69,91,47,No,Two year,No
22217,60,38,54,Fiber optic,One year,Yes
22218,22,24,7,Fiber optic,One year,Yes
22219,45,50,10,No,One year,No
22220,50,41,69,No,Two year,Yes
22221,28,95,50,No,Two year,Yes
22222,60,85,52,DSL,Month-to-month,No
22223,23,23,48,No,Month-to-month,No
22224,40,49,48,DSL,Month-to-month,No
22225,57,42,59,No,Month-to-month,Yes
22226,19,77,69,Fiber optic,Two year,Yes
22227,32,40,69,No,Two year,Yes
22228,40,73,54,DSL,Two year,No
22229,39,78,61,No,Month-to-month,No
22230,26,88,15,DSL,Two year,No
22231,64,26,5,DSL,One year,Yes
22232,57,95,44,No,One year,No
22233,47,94,8,DSL,Month-to-month,Yes
22234,33,65,51,DSL,Two year,Yes
22235,63,97,66,Fiber optic,Two year,Yes
22236,64,82,72,No,Two year,No
22237,69,58,66,No,Month-to-month,Yes
22238,47,86,58,Fiber optic,Two year,Yes
22239,62,86,6,No,One year,No
22240,26,60,1,No,One year,Yes
22241,18,51,20,DSL,Month-to-month,No
22242,55,55,4,Fiber optic,One year,No
22243,25,22,24,Fiber optic,One year,No
22244,69,89,58,DSL,One year,Yes
22245,35,89,25,DSL,Month-to-month,No
22246,44,75,2,No,Two year,Yes
22247,35,87,27,No,Month-to-month,Yes
22248,49,87,60,Fiber optic,One year,No
22249,66,32,5,No,Two year,Yes
22250,49,68,27,DSL,Two year,No
22251,65,86,60,No,One year,No
22252,62,66,64,DSL,Two year,Yes
22253,53,99,15,Fiber optic,Month-to-month,No
22254,53,43,36,Fiber optic,One year,Yes
22255,38,59,39,DSL,One year,No
22256,63,43,40,Fiber optic,One year,No
22257,49,76,56,No,Month-to-month,No
22258,48,43,5,DSL,Two year,Yes
22259,54,88,20,Fiber optic,One year,No
22260,33,82,72,No,Month-to-month,No
22261,63,38,56,DSL,Month-to-month,No
22262,63,81,32,No,One year,No
22263,31,90,62,No,Two year,Yes
22264,41,49,10,DSL,One year,Yes
22265,42,84,2,DSL,One year,Yes
22266,63,21,20,DSL,One year,No
22267,68,91,36,DSL,Month-to-month,Yes
22268,52,87,34,No,Two year,No
22269,34,25,64,No,Month-to-month,Yes
22270,63,83,64,Fiber optic,Month-to-month,No
22271,59,29,61,No,Month-to-month,Yes
22272,62,43,9,No,Two year,Yes
22273,21,22,19,No,Month-to-month,No
22274,28,66,21,Fiber optic,One year,Yes
22275,64,99,45,Fiber optic,One year,No
22276,32,66,12,Fiber optic,Two year,No
22277,47,75,45,No,Two year,Yes
22278,41,72,39,No,One year,Yes
22279,19,99,9,DSL,Two year,Yes
22280,60,92,59,DSL,Month-to-month,Yes
22281,51,99,44,Fiber optic,Two year,Yes
22282,40,69,35,DSL,One year,No
22283,48,35,59,DSL,Month-to-month,Yes
22284,54,23,12,Fiber optic,Two year,No
22285,30,30,46,DSL,One year,No
22286,50,43,65,DSL,Month-to-month,No
22287,24,50,40,DSL,Two year,No
22288,49,69,68,Fiber optic,One year,Yes
22289,24,51,2,Fiber optic,Month-to-month,No
22290,59,98,21,DSL,Two year,Yes
22291,55,78,66,No,One year,No
22292,69,31,3,No,Two year,Yes
22293,61,36,13,No,One year,No
22294,30,21,44,No,One year,No
22295,41,58,34,Fiber optic,Two year,Yes
22296,45,69,53,Fiber optic,One year,No
22297,49,89,33,No,Two year,Yes
22298,60,70,28,Fiber optic,Month-to-month,Yes
22299,35,50,54,DSL,Month-to-month,No
22300,51,44,36,No,Two year,Yes
22301,65,76,46,DSL,Month-to-month,Yes
22302,51,47,39,DSL,One year,No
22303,68,64,35,DSL,Two year,No
22304,55,45,69,DSL,Two year,No
22305,18,87,71,Fiber optic,Two year,No
22306,60,48,64,DSL,One year,No
22307,67,98,8,DSL,Two year,No
22308,59,74,50,DSL,One year,No
22309,48,99,19,No,Month-to-month,Yes
22310,67,59,22,DSL,Two year,No
22311,18,24,32,No,One year,No
22312,68,77,31,No,One year,No
22313,33,80,21,No,Two year,Yes
22314,56,41,20,Fiber optic,Month-to-month,No
22315,32,56,38,Fiber optic,One year,Yes
22316,50,93,67,Fiber optic,One year,Yes
22317,40,50,11,DSL,Month-to-month,No
22318,58,33,42,Fiber optic,Month-to-month,No
22319,51,53,37,DSL,Month-to-month,Yes
22320,34,72,37,DSL,One year,No
22321,42,40,40,No,Two year,Yes
22322,59,56,11,Fiber optic,One year,Yes
22323,23,43,38,DSL,Two year,No
22324,48,83,38,No,Two year,No
22325,22,36,12,Fiber optic,Month-to-month,Yes
22326,57,65,42,Fiber optic,One year,Yes
22327,57,50,5,Fiber optic,One year,No
22328,47,69,29,DSL,Month-to-month,No
22329,22,69,4,Fiber optic,One year,No
22330,29,62,10,Fiber optic,Two year,No
22331,24,36,45,Fiber optic,One year,No
22332,62,97,11,Fiber optic,Month-to-month,Yes
22333,30,89,4,Fiber optic,Month-to-month,Yes
22334,66,38,17,Fiber optic,One year,No
22335,21,69,40,Fiber optic,Two year,Yes
22336,67,81,54,DSL,One year,No
22337,59,46,20,No,Two year,No
22338,20,59,57,No,Month-to-month,No
22339,29,56,56,No,One year,No
22340,18,35,34,No,Two year,Yes
22341,44,96,14,Fiber optic,Month-to-month,Yes
22342,60,98,19,DSL,Month-to-month,Yes
22343,67,45,55,Fiber optic,Month-to-month,Yes
22344,30,78,35,Fiber optic,Month-to-month,No
22345,34,84,36,No,One year,Yes
22346,25,52,7,Fiber optic,One year,No
22347,49,53,35,No,Two year,Yes
22348,37,79,3,DSL,Two year,No
22349,68,70,41,DSL,Two year,Yes
22350,34,83,41,No,One year,Yes
22351,51,40,64,No,One year,Yes
22352,52,26,25,DSL,One year,No
22353,52,84,68,No,Month-to-month,No
22354,55,84,24,DSL,One year,Yes
22355,59,83,51,No,Two year,Yes
22356,41,37,21,Fiber optic,Two year,Yes
22357,35,80,26,DSL,Month-to-month,No
22358,67,35,24,Fiber optic,Two year,Yes
22359,63,84,6,Fiber optic,Month-to-month,Yes
22360,65,80,65,Fiber optic,One year,No
22361,56,94,64,No,Two year,Yes
22362,50,83,30,No,Month-to-month,No
22363,66,49,37,No,Month-to-month,No
22364,40,29,7,DSL,Two year,Yes
22365,42,94,47,Fiber optic,Month-to-month,Yes
22366,54,89,15,No,Two year,No
22367,44,48,34,No,Month-to-month,No
22368,18,41,59,DSL,One year,No
22369,38,33,19,DSL,One year,No
22370,66,25,38,No,Two year,No
22371,27,63,53,No,One year,Yes
22372,48,82,34,No,Two year,Yes
22373,61,69,53,Fiber optic,One year,Yes
22374,42,80,35,Fiber optic,Month-to-month,Yes
22375,37,39,27,DSL,Month-to-month,Yes
22376,19,94,6,No,Two year,No
22377,65,85,61,DSL,One year,Yes
22378,32,34,1,DSL,One year,No
22379,45,57,45,No,Month-to-month,Yes
22380,30,24,54,Fiber optic,Two year,No
22381,67,34,17,Fiber optic,Month-to-month,No
22382,69,30,35,DSL,Two year,Yes
22383,31,70,57,DSL,One year,Yes
22384,67,52,32,No,One year,No
22385,19,55,59,Fiber optic,One year,No
22386,51,60,57,No,Month-to-month,Yes
22387,52,94,21,Fiber optic,Month-to-month,No
22388,54,54,1,No,Month-to-month,Yes
22389,42,76,13,Fiber optic,Two year,No
22390,65,83,60,DSL,One year,No
22391,32,92,45,DSL,One year,Yes
22392,29,94,18,Fiber optic,Month-to-month,No
22393,26,52,40,DSL,Two year,No
22394,48,52,5,Fiber optic,Two year,Yes
22395,31,37,34,No,One year,No
22396,46,30,19,No,One year,Yes
22397,65,81,44,DSL,One year,Yes
22398,60,66,57,Fiber optic,Two year,No
22399,55,80,63,Fiber optic,Two year,No
22400,59,99,6,DSL,One year,No
